codigo,descripcion,capitulo
S66.5,"Traumatismo del músculo y tendón intrínseco de otro(s) dedo(s) a nivel de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S66.6,"Traumatismo de múltiples tendones y músculos flexores a nivel de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S66.7,"Traumatismo de múltiples tendones y músculos extensores a nivel de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S66.8,"Traumatismo de otros tendones y músculos a nivel de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S66.9,"Traumatismo de tendón y músculo no especificado, a nivel de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S67.0,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S67.8,"Traumatismo por aplastamiento de otras partes y de las no especificadas de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.0,"Amputación traumática del pulgar (completa) (parcial)","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.1,"Amputación traumática de otro dedo único (completa) (parcial)","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.2,"Amputación traumática de dos o más dedos solamente (completa) (parcial)","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.3,"Amputación traumática combinada (de parte) de dedo(s) con otras partes de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.4,"Amputación traumática de la mano a nivel de la muñeca","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.8,"Amputación traumática de otras partes de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S68.9,"Amputación traumática de la muñeca y de la mano, nivel no especificado","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S69.7,"Traumatismos múltiples de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S69.8,"Otros traumatismos especificados de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S69.9,"Traumatismo no especificado de la muñeca y de la mano","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S70.0,"Contusión de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S70.1,"Contusión del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S70.7,"Traumatismos superficiales múltiples de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S70.8,"Otros traumatismos superficiales de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S70.9,"Traumatismo superficial de la cadera y del muslo, no especificado","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S71.0,"Herida de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S71.1,"Herida del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S71.7,"Heridas múltiples de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S71.8,"Herida de otras partes y de las no especificadas de la cintura pélvica","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.0,"Fractura del cuello de fémur","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.1,"Fractura pertrocanteriana","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.2,"Fractura subtrocanteriana","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.3,"Fractura de la diáfisis del fémur","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.4,"Fractura de la epífisis inferior del fémur","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.7,"Fracturas múltiples del fémur","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.8,"Fracturas de otras partes del fémur","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S72.9,"Fractura del fémur, parte no especificada","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S73.0,"Luxación de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S73.1,"Esguinces y torceduras de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.0,"Traumatismo del nervio ciático a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.1,"Traumatismo del nervio femorocutáneo a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.2,"Traumatismo del nervio sensorial cutáneo a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.7,"Traumatismo de nervios múltiples a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.8,"Traumatismo de otros nervios a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S74.9,"Traumatismo de nervio no especificado a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.0,"Traumatismo de la arteria femoral","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.1,"Traumatismo de la vena femoral a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.2,"Traumatismo de la gran vena safena a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.7,"Traumatismo de múltiples vasos sanguíneos a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.8,"Traumatismo de otros vasos sanguíneos a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S75.9,"Traumatismo de vaso sanguíneo no especificado a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.0,"Traumatismo del tendón y músculo de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.1,"Traumatismo del tendón y músculo cuádriceps","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.2,"Traumatismo del tendón y músculo aductor mayor del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.3,"Traumatismo de tendón y músculo del grupo muscular posterior a nivel del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.4,"Traumatismo de otros tendones y músculos y los no especificados a nivel del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S76.7,"Traumatismo de múltiples tendones y músculos a nivel de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S77.0,"Traumatismo por aplastamiento de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S77.1,"Traumatismo por aplastamiento del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S77.2,"Traumatismo por aplastamiento de la cadera con el muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S78.0,"Amputación traumática de la articulación de la cadera","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S78.1,"Amputación traumática en algún nivel entre la cadera y la rodilla","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S78.9,"Amputación traumática de cadera y muslo, nivel no especificado","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S79.7,"Traumatismos múltiples de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S79.8,"Otros traumatismos especificados de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S79.9,"Traumatismo no especificado de la cadera y del muslo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S80.0,"Contusión de la rodilla","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S80.1,"Contusión de otras partes y las no especificadas de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S80.7,"Traumatismos superficiales múltiples de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S80.8,"Otros traumatismos superficiales de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S80.9,"Traumatismo superficial de la pierna, no especificado","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S81.0,"Herida de la rodilla","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S81.7,"Heridas múltiples de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S81.8,"Herida de otras partes de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S81.9,"Herida de la pierna, parte no especificada","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.0,"Fractura de la rótula","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.1,"Fractura de la epífisis superior de la tibia","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.2,"Fractura de la diáfisis de la tibia","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.3,"Fractura de la epífisis inferior de la tibia","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.4,"Fractura del peroné solamente","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.5,"Fractura del maléolo interno","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.6,"Fractura del maléolo externo","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.7,"Fracturas múltiples de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.8,"Fractura de otras partes de la pierna","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
S82.9,"Fractura de la pierna, parte no especificada","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas"
